parent,node,PHYLUM,ORDER,GENUS
Chlamydiae,Parachlamydiales,,Parachlamydiales,
Parachlamydiales,Neochlamydia,,,Neochlamydia
Parachlamydiales,Parachlamydia,,,Parachlamydia
Parachlamydiales,Simkania,,,Simkania
Parachlamydiales,Waddlia,,,Waddlia
Bacteria,Planctomycetota,Planctomycetota,,
Planctomycetota,Phycisphaerales,,Phycisphaerales,
Phycisphaerales,Mucisphaera,,,Mucisphaera
Phycisphaerales,Phycisphaera,,,Phycisphaera
Phycisphaerales,Poriferisphaera,,,Poriferisphaera
Planctomycetota,Sedimentisphaerales,,Sedimentisphaerales,
Sedimentisphaerales,Anaerohalosphaera,,,Anaerohalosphaera
Sedimentisphaerales,Limihaloglobus,,,Limihaloglobus
Sedimentisphaerales,Sedimentisphaera,,,Sedimentisphaera
Planctomycetota,Tepidisphaerales,,Tepidisphaerales,
Tepidisphaerales,Humisphaera,,,Humisphaera
Planctomycetota,Gemmatales,,Gemmatales,
Gemmatales,Frigoriglobus,,,Frigoriglobus
Gemmatales,Gemmata,,,Gemmata
Gemmatales,Limnoglobus,,,Limnoglobus
Gemmatales,Telmatocola,,,Telmatocola
Gemmatales,Tuwongella,,,Tuwongella
Gemmatales,Urbifossiella,,,Urbifossiella
Planctomycetota,Isosphaerales,,Isosphaerales,
Isosphaerales,Aquisphaera,,,Aquisphaera
Isosphaerales,Isosphaera,,,Isosphaera
Isosphaerales,Paludisphaera,,,Paludisphaera
Isosphaerales,Singulisphaera,,,Singulisphaera
Planctomycetota,Pirellulales,,Pirellulales,
Pirellulales,Adhaeretor,,,Adhaeretor
Pirellulales,Aeoliella,,,Aeoliella
Pirellulales,Lacipirellula,,,Lacipirellula
Pirellulales,Pirellulimonas,,,Pirellulimonas
Pirellulales,Anatilimnocola,,,Anatilimnocola
Pirellulales,Aureliella,,,Aureliella
Pirellulales,Bremerella,,,Bremerella
Pirellulales,Lignipirellula,,,Lignipirellula
Pirellulales,Mariniblastus,,,Mariniblastus
Pirellulales,Pirellula,,,Pirellula
Pirellulales,Rhodopirellula,,,Rhodopirellula
Pirellulales,Roseimaritima,,,Roseimaritima
Pirellulales,Rosistilla,,,Rosistilla
Pirellulales,Rubripirellula,,,Rubripirellula
Pirellulales,Thermogutta,,,Thermogutta
Planctomycetota,Planctomycetales,,Planctomycetales,
Planctomycetales,Fuerstiella,,,Fuerstiella
Planctomycetales,Gimesia,,,Gimesia
Planctomycetales,Maioricimonas,,,Maioricimonas
Planctomycetales,Planctomyces,,,Planctomyces
Planctomycetales,Planctopirus,,,Planctopirus
Planctomycetales,Polystyrenella,,,Polystyrenella
Planctomycetales,Rubinisphaera,,,Rubinisphaera
Planctomycetales,Symmachiella,,,Symmachiella
Bacteria,Verrucomicrobia,Verrucomicrobia,,
Verrucomicrobia,Methylacidiphilales,,Methylacidiphilales,
Methylacidiphilales,Methylacidiphilum,,,Methylacidiphilum
Verrucomicrobia,Opitutales,,Opitutales,
Opitutales,Horticoccus,,,Horticoccus
Opitutales,Lacunisphaera,,,Lacunisphaera
Opitutales,Nibricoccus,,,Nibricoccus
Opitutales,Opitutus,,,Opitutus
Verrucomicrobia,Puniceicoccales,,Puniceicoccales,
Puniceicoccales,Coraliomargarita,,,Coraliomargarita
Puniceicoccales,Ruficoccus,,,Ruficoccus
Verrucomicrobia,Methylacidimicrobium,,Methylacidimicrobium,
Verrucomicrobia,Verrucomicrobiales,,Verrucomicrobiales,
Verrucomicrobiales,Akkermansia,,,Akkermansia
Verrucomicrobiales,Luteolibacter,,,Luteolibacter
Verrucomicrobiales,Roseimicrobium,,,Roseimicrobium
Verrucomicrobiales,Sulfuriroseicoccus,,,Sulfuriroseicoccus
Bacteria,Kiritimatiellaeota,Kiritimatiellaeota,,
Kiritimatiellaeota,Kiritimatiellales,,Kiritimatiellales,
Kiritimatiellales,Kiritimatiella,,,Kiritimatiella
Kiritimatiellaeota,Tichowtungiales,,Tichowtungiales,
Tichowtungiales,Tichowtungia,,,Tichowtungia
Bacteria,Spirochaetes,Spirochaetes,,
Spirochaetes,Brachyspirales,,Brachyspirales,
Brachyspirales,Brachyspira,,,Brachyspira
Bacteria,,,,
,,,,
,Thermospira,,,Thermospira
Spirochaetes,Leptospirales,,Leptospirales,
Leptospirales,Leptospira,,,Leptospira
Leptospirales,Turneriella,,,Turneriella
Spirochaetes,Spirochaetales,,Spirochaetales,
Spirochaetales,Borrelia,,,Borrelia
Spirochaetales,Borreliella,,,Borreliella
Spirochaetales,Breznakiella,,,Breznakiella
Spirochaetales,Gracilinema,,,Gracilinema
Spirochaetales,Leadbettera,,,Leadbettera
Spirochaetales,Sphaerochaeta,,,Sphaerochaeta
Spirochaetales,Oceanispirochaeta,,,Oceanispirochaeta
Spirochaetales,Salinispira,,,Salinispira
Spirochaetales,Sediminispirochaeta,,,Sediminispirochaeta
Spirochaetales,Spirochaeta,,,Spirochaeta
Spirochaetales,Thiospirochaeta,,,Thiospirochaeta
Spirochaetales,Brucepastera,,,Brucepastera
Spirochaetales,Treponema,,,Treponema
Bacteria,Synergistetes,Synergistetes,,
Synergistetes,Synergistales,,Synergistales,
Synergistales,Acetomicrobium,,,Acetomicrobium
Synergistales,Cloacibacillus,,,Cloacibacillus
Synergistales,Pyramidobacter,,,Pyramidobacter
Synergistales,Thermanaerovibrio,,,Thermanaerovibrio
Synergistales,Thermovirga,,,Thermovirga
Bacteria,Actinomycetota,Actinomycetota,,
Actinomycetota,Acidimicrobiales,,Acidimicrobiales,
Acidimicrobiales,Acidimicrobium,,,Acidimicrobium
Acidimicrobiales,Actinomarinicola,,,Actinomarinicola
Acidimicrobiales,Aquihabitans,,,Aquihabitans
Acidimicrobiales,Iamia,,,Iamia
Acidimicrobiales,Ilumatobacter,,,Ilumatobacter
Actinomycetota,Coriobacteriales,,Coriobacteriales,
Coriobacteriales,Atopobium,,,Atopobium
Coriobacteriales,Lancefieldella,,,Lancefieldella
Coriobacteriales,Leptogranulimonas,,,Leptogranulimonas
Coriobacteriales,Olsenella,,,Olsenella
Coriobacteriales,Parolsenella,,,Parolsenella
Coriobacteriales,Thermophilibacter,,,Thermophilibacter
Coriobacteriales,Collinsella,,,Collinsella
Coriobacteriales,Coriobacterium,,,Coriobacterium
Actinomycetota,Eggerthellales,,Eggerthellales,
Eggerthellales,Adlercreutzia,,,Adlercreutzia
Eggerthellales,Berryella,,,Berryella
Eggerthellales,Cryptobacterium,,,Cryptobacterium
Eggerthellales,Eggerthella,,,Eggerthella
Eggerthellales,Gordonibacter,,,Gordonibacter
Eggerthellales,Phoenicibacter,,,Phoenicibacter
Eggerthellales,Raoultibacter,,,Raoultibacter
Eggerthellales,Slackia,,,Slackia
Eggerthellales,Xiamenia,,,Xiamenia
Actinomycetota,Actinomycetales,,Actinomycetales,
Actinomycetales,Actinobaculum,,,Actinobaculum
Actinomycetales,Actinomyces,,,Actinomyces
Actinomycetales,Actinotignum,,,Actinotignum
Actinomycetales,Arcanobacterium,,,Arcanobacterium
Actinomycetales,Boudabousia,,,Boudabousia
Actinomycetales,Changpingibacter,,,Changpingibacter
Actinomycetales,Fannyhessea,,,Fannyhessea
Actinomycetales,Flaviflexus,,,Flaviflexus
Actinomycetales,Mobiluncus,,,Mobiluncus
Actinomycetales,Nanchangia,,,Nanchangia
Actinomycetales,Schaalia,,,Schaalia
Actinomycetales,Trueperella,,,Trueperella
Actinomycetota,Actinopolysporales,,Actinopolysporales,
Actinopolysporales,Actinopolyspora,,,Actinopolyspora
Actinomycetota,Bifidobacteriales,,Bifidobacteriales,
Bifidobacteriales,Bifidobacterium,,,Bifidobacterium
Bifidobacteriales,Gardnerella,,,Gardnerella
Bifidobacteriales,Parascardovia,,,Parascardovia
Bifidobacteriales,Scardovia,,,Scardovia
Actinomycetota,Catenulisporales,,Catenulisporales,
Catenulisporales,Catenulispora,,,Catenulispora
Actinomycetota,Corynebacteriales,,Corynebacteriales,
Corynebacteriales,Tomitella,,,Tomitella
Corynebacteriales,Corynebacterium,,,Corynebacterium
Corynebacteriales,Dietzia,,,Dietzia
Corynebacteriales,Gordonia,,,Gordonia
Corynebacteriales,Skermania,,,Skermania
Corynebacteriales,Lawsonella,,,Lawsonella
Corynebacteriales,Hoyosella,,,Hoyosella
Corynebacteriales,Mycobacterium,,,Mycobacterium
Corynebacteriales,Mycobacteroides,,,Mycobacteroides
Corynebacteriales,Mycolicibacillus,,,Mycolicibacillus
Corynebacteriales,Mycolicibacter,,,Mycolicibacter
Corynebacteriales,Nocardia,,,Nocardia
Corynebacteriales,Prescottella,,,Prescottella
Corynebacteriales,Rhodococcus,,,Rhodococcus
Corynebacteriales,Segniliparus,,,Segniliparus
Corynebacteriales,Tsukamurella,,,Tsukamurella
Actinomycetota,Frankiales,,Frankiales,
Frankiales,Frankia,,,Frankia
Actinomycetota,Geodermatophilales,,Geodermatophilales,
Geodermatophilales,Blastococcus,,,Blastococcus
Geodermatophilales,Geodermatophilus,,,Geodermatophilus
Geodermatophilales,Modestobacter,,,Modestobacter
Actinomycetota,Glycomycetales,,Glycomycetales,
Glycomycetales,Natronoglycomyces,,,Natronoglycomyces
Glycomycetales,Stackebrandtia,,,Stackebrandtia
Actinomycetota,Jatrophihabitantales,,Jatrophihabitantales,
Jatrophihabitantales,Jatrophihabitans,,,Jatrophihabitans
Actinomycetota,Kineosporiales,,Kineosporiales,
Kineosporiales,Kineococcus,,,Kineococcus
Actinomycetota,Micrococcales,,Micrococcales,
Micrococcales,Beutenbergia,,,Beutenbergia
Micrococcales,Miniimonas,,,Miniimonas
Micrococcales,Georgenia,,,Georgenia
Micrococcales,Brevibacterium,,,Brevibacterium
Micrococcales,Actinotalea,,,Actinotalea
Micrococcales,Cellulomonas,,,Cellulomonas
Micrococcales,Oerskovia,,,Oerskovia
Micrococcales,Pseudactinotalea,,,Pseudactinotalea
Micrococcales,Demequina,,,Demequina
Micrococcales,Brachybacterium,,,Brachybacterium
Micrococcales,Dermabacter,,,Dermabacter
Micrococcales,Devriesea,,,Devriesea
Micrococcales,Allobranchiibius,,,Allobranchiibius
Micrococcales,Dermacoccus,,,Dermacoccus
Micrococcales,Luteipulveratus,,,Luteipulveratus
Micrococcales,Yimella,,,Yimella
Micrococcales,Austwickia,,,Austwickia
Micrococcales,Dermatophilus,,,Dermatophilus
Micrococcales,Gephyromycinifex,,,Gephyromycinifex
Micrococcales,Arsenicicoccus,,,Arsenicicoccus
Micrococcales,Intrasporangium,,,Intrasporangium
Micrococcales,Janibacter,,,Janibacter
Micrococcales,Phycicoccus,,,Phycicoccus
Micrococcales,Tetrasphaera,,,Tetrasphaera
Micrococcales,Jonesia,,,Jonesia
Micrococcales,Kytococcus,,,Kytococcus
Micrococcales,Agreia,,,Agreia
Micrococcales,Agrococcus,,,Agrococcus
Micrococcales,Agromyces,,,Agromyces
Micrococcales,Aurantimicrobium,,,Aurantimicrobium
Micrococcales,Chryseoglobus,,,Chryseoglobus
Micrococcales,Clavibacter,,,Clavibacter
Micrococcales,Cnuibacter,,,Cnuibacter
Micrococcales,Cryobacterium,,,Cryobacterium
Micrococcales,Curtobacterium,,,Curtobacterium
Micrococcales,Diaminobutyricimonas,,,Diaminobutyricimonas
Micrococcales,Frigoribacterium,,,Frigoribacterium
Micrococcales,Frondihabitans,,,Frondihabitans
Micrococcales,Glaciihabitans,,,Glaciihabitans
Micrococcales,Gryllotalpicola,,,Gryllotalpicola
Micrococcales,Gulosibacter,,,Gulosibacter
Micrococcales,Herbiconiux,,,Herbiconiux
Micrococcales,Homoserinibacter,,,Homoserinibacter
Micrococcales,Humibacter,,,Humibacter
Micrococcales,Leifsonia,,,Leifsonia
Micrococcales,Leucobacter,,,Leucobacter
Micrococcales,Aquiluna,,,Aquiluna
Micrococcales,Rhodoluna,,,Rhodoluna
Micrococcales,Marisediminicola,,,Marisediminicola
Micrococcales,Microcella,,,Microcella
Micrococcales,Microterricola,,,Microterricola
Micrococcales,Mycetocola,,,Mycetocola
Micrococcales,Plantibacter,,,Plantibacter
Micrococcales,Pontimonas,,,Pontimonas
Micrococcales,Protaetiibacter,,,Protaetiibacter
Micrococcales,Pseudoclavibacter,,,Pseudoclavibacter
Micrococcales,Rathayibacter,,,Rathayibacter
Micrococcales,Subtercola,,,Subtercola
Micrococcales,Arthrobacter,,,Arthrobacter
Micrococcales,Auritidibacter,,,Auritidibacter
Micrococcales,Citricoccus,,,Citricoccus
Micrococcales,Glutamicibacter,,,Glutamicibacter
Micrococcales,Kocuria,,,Kocuria
Micrococcales,Micrococcus,,,Micrococcus
Micrococcales,Neomicrococcus,,,Neomicrococcus
Micrococcales,Nesterenkonia,,,Nesterenkonia
Micrococcales,Paenarthrobacter,,,Paenarthrobacter
Micrococcales,Paeniglutamicibacter,,,Paeniglutamicibacter
Micrococcales,Pseudarthrobacter,,,Pseudarthrobacter
Micrococcales,Psychromicrobium,,,Psychromicrobium
Micrococcales,Renibacterium,,,Renibacterium
Micrococcales,Rothia,,,Rothia
Micrococcales,Sinomonas,,,Sinomonas
Micrococcales,Luteimicrobium,,,Luteimicrobium
Micrococcales,Pengzhenrongella,,,Pengzhenrongella
Micrococcales,Ornithinimicrobium,,,Ornithinimicrobium
Micrococcales,Serinicoccus,,,Serinicoccus
Micrococcales,Cellulosimicrobium,,,Cellulosimicrobium
Micrococcales,Isoptericola,,,Isoptericola
Micrococcales,Xylanimonas,,,Xylanimonas
Micrococcales,Occultella,,,Occultella
Micrococcales,Ruania,,,Ruania
Micrococcales,Sanguibacter,,,Sanguibacter
Micrococcales,Tropheryma,,,Tropheryma
Actinomycetota,Micromonosporales,,Micromonosporales,
Micromonosporales,Actinocatenispora,,,Actinocatenispora
Micromonosporales,Actinoplanes,,,Actinoplanes
Micromonosporales,Catellatospora,,,Catellatospora
Micromonosporales,Couchioplanes,,,Couchioplanes
Micromonosporales,Dactylosporangium,,,Dactylosporangium
Micromonosporales,Micromonospora,,,Micromonospora
Micromonosporales,Natronosporangium,,,Natronosporangium
Micromonosporales,Phytohabitans,,,Phytohabitans
Micromonosporales,Plantactinospora,,,Plantactinospora
Micromonosporales,Polymorphospora,,,Polymorphospora
Micromonosporales,Salinispora,,,Salinispora
Actinomycetota,Nakamurellales,,Nakamurellales,
Nakamurellales,Nakamurella,,,Nakamurella
Actinomycetota,Propionibacteriales,,Propionibacteriales,
Propionibacteriales,Kribbella,,,Kribbella
Propionibacteriales,Aeromicrobium,,,Aeromicrobium
Propionibacteriales,Micropruina,,,Micropruina
Propionibacteriales,Mumia,,,Mumia
Propionibacteriales,Nocardioides,,,Nocardioides
Propionibacteriales,Pimelobacter,,,Pimelobacter
Propionibacteriales,Acidipropionibacterium,,,Acidipropionibacterium
Propionibacteriales,Arachnia,,,Arachnia
Propionibacteriales,Cutibacterium,,,Cutibacterium
Propionibacteriales,Microlunatus,,,Microlunatus
Propionibacteriales,Propionibacterium,,,Propionibacterium
Propionibacteriales,Propioniciclava,,,Propioniciclava
Propionibacteriales,Raineyella,,,Raineyella
Propionibacteriales,Tessaracoccus,,,Tessaracoccus
Propionibacteriales,Vaginimicrobium,,,Vaginimicrobium
Actinomycetota,Pseudonocardiales,,Pseudonocardiales,
Pseudonocardiales,Actinoalloteichus,,,Actinoalloteichus
Pseudonocardiales,Actinokineospora,,,Actinokineospora
Pseudonocardiales,Actinosynnema,,,Actinosynnema
Pseudonocardiales,Alloactinosynnema,,,Alloactinosynnema
Pseudonocardiales,Allosaccharopolyspora,,,Allosaccharopolyspora
Pseudonocardiales,Amycolatopsis,,,Amycolatopsis
Pseudonocardiales,Kibdelosporangium,,,Kibdelosporangium
Pseudonocardiales,Kutzneria,,,Kutzneria
Pseudonocardiales,Lentzea,,,Lentzea
Pseudonocardiales,Prauserella,,,Prauserella
Pseudonocardiales,Pseudonocardia,,,Pseudonocardia
Pseudonocardiales,Saccharomonospora,,,Saccharomonospora
Pseudonocardiales,Saccharopolyspora,,,Saccharopolyspora
Pseudonocardiales,Saccharothrix,,,Saccharothrix
Actinomycetota,Sporichthyales,,Sporichthyales,
Sporichthyales,Epidermidibacterium,,,Epidermidibacterium
Actinomycetota,Streptomycetales,,Streptomycetales,
Streptomycetales,Actinacidiphila,,,Actinacidiphila
Streptomycetales,Kitasatospora,,,Kitasatospora
Streptomycetales,Peterkaempfera,,,Peterkaempfera
Streptomycetales,Streptacidiphilus,,,Streptacidiphilus
Streptomycetales,Streptantibioticus,,,Streptantibioticus
Streptomycetales,Streptomyces,,,Streptomyces
Streptomycetales,Yinghuangia,,,Yinghuangia
Actinomycetota,Streptosporangiales,,Streptosporangiales,
Streptosporangiales,Nocardiopsis,,,Nocardiopsis
Streptosporangiales,Spiractinospora,,,Spiractinospora
Streptosporangiales,Streptomonospora,,,Streptomonospora
Streptosporangiales,Thermobifida,,,Thermobifida
Streptosporangiales,Nonomuraea,,,Nonomuraea
Streptosporangiales,Streptosporangium,,,Streptosporangium
Streptosporangiales,Thermobispora,,,Thermobispora
Streptosporangiales,Actinomadura,,,Actinomadura
Streptosporangiales,Thermomonospora,,,Thermomonospora
Actinomycetota,Acidothermales,,Acidothermales,
Acidothermales,Acidothermus,,,Acidothermus
Actinomycetota,Egibacterales,,Egibacterales,
Egibacterales,Egibacter,,,Egibacter
Actinomycetota,Egicoccales,,Egicoccales,
Egicoccales,Egicoccus,,,Egicoccus
Actinomycetota,Euzebyales,,Euzebyales,
Euzebyales,Euzebya,,,Euzebya
Actinomycetota,Rubrobacterales,,Rubrobacterales,
Rubrobacterales,Baekduia,,,Baekduia
Rubrobacterales,Rubrobacter,,,Rubrobacter
Actinomycetota,Miltoncostaeales,,Miltoncostaeales,
Miltoncostaeales,Miltoncostaea,,,Miltoncostaea
Actinomycetota,Solirubrobacterales,,Solirubrobacterales,
Solirubrobacterales,Capillimicrobium,,,Capillimicrobium
Solirubrobacterales,Conexibacter,,,Conexibacter
Solirubrobacterales,Paraconexibacter,,,Paraconexibacter
Bacteria,Armatimonadetes,Armatimonadetes,,
Armatimonadetes,Fimbriimonadales,,Fimbriimonadales,
Fimbriimonadales,Fimbriimonas,,,Fimbriimonas
Bacteria,Cyanobacteria,Cyanobacteria,,
Cyanobacteria,Chroococcidiopsidales,,Chroococcidiopsidales,
Chroococcidiopsidales,Chroococcidiopsis,,,Chroococcidiopsis
Cyanobacteria,Gloeobacterales,,Gloeobacterales,
Gloeobacterales,Anthocerotibacter,,,Anthocerotibacter
Gloeobacterales,Gloeobacter,,,Gloeobacter
Cyanobacteria,Nostocales,,Nostocales,
Nostocales,Cylindrospermopsis,,,Cylindrospermopsis
Nostocales,Dolichospermum,,,Dolichospermum
Nostocales,Nodularia,,,Nodularia
Nostocales,Calothrix,,,Calothrix
Nostocales,Fischerella,,,Fischerella
Nostocales,Anabaena,,,Anabaena
Nostocales,Nostoc,,,Nostoc
Nostocales,Richelia,,,Richelia
Nostocales,Trichormus,,,Trichormus
Nostocales,Rivularia,,,Rivularia
Nostocales,Tolypothrix,,,Tolypothrix
Cyanobacteria,Chroococcales,,Chroococcales,
Chroococcales,Crocosphaera,,,Crocosphaera
Chroococcales,Gloeothece,,,Gloeothece
Chroococcales,Euhalothece,,,Euhalothece
Chroococcales,Halothece,,,Halothece
Chroococcales,Rippkaea,,,Rippkaea
Chroococcales,Chondrocystis,,,Chondrocystis
Chroococcales,Geminocystis,,,Geminocystis
Chroococcales,Gloeocapsa,,,Gloeocapsa
Chroococcales,Cyanobacterium,,,Cyanobacterium
Chroococcales,Microcystis,,,Microcystis
Cyanobacteria,Oscillatoriales,,Oscillatoriales,
Oscillatoriales,Allocoleopsis,,,Allocoleopsis
Oscillatoriales,Geitlerinema,,,Geitlerinema
Oscillatoriales,Crinalium,,,Crinalium
Oscillatoriales,Arthrospira,,,Arthrospira
Oscillatoriales,Microcoleus,,,Microcoleus
Oscillatoriales,Oxynema,,,Oxynema
Oscillatoriales,Planktothrix,,,Planktothrix
Oscillatoriales,Moorena,,,Moorena
Oscillatoriales,Oscillatoria,,,Oscillatoria
Oscillatoriales,Phormidium,,,Phormidium
Cyanobacteria,Pleurocapsales,,Pleurocapsales,
Pleurocapsales,Stanieria,,,Stanieria
Pleurocapsales,Pleurocapsa,,,Pleurocapsa
Cyanobacteria,Pseudanabaenales,,Pseudanabaenales,
Pseudanabaenales,Kovacikia,,,Kovacikia
Pseudanabaenales,Leptodesmis,,,Leptodesmis
Pseudanabaenales,Leptolyngbya,,,Leptolyngbya
Pseudanabaenales,Leptothermofonsia,,,Leptothermofonsia
Pseudanabaenales,Thermoleptolyngbya,,,Thermoleptolyngbya
Pseudanabaenales,Halomicronema,,,Halomicronema
Pseudanabaenales,Pseudanabaena,,,Pseudanabaena
Pseudanabaenales,Thermosynechococcus,,,Thermosynechococcus
Cyanobacteria,Synechococcales,,Synechococcales,
Synechococcales,Acaryochloris,,,Acaryochloris
Synechococcales,Synechocystis,,,Synechocystis
Synechococcales,Cyanobium,,,Cyanobium
Synechococcales,Parasynechococcus,,,Parasynechococcus
Synechococcales,Prochlorococcus,,,Prochlorococcus
Synechococcales,Dactylococcopsis,,,Dactylococcopsis
Synechococcales,Synechococcus,,,Synechococcus
Cyanobacteria,Thermostichales,,Thermostichales,
Thermostichales,Thermostichus,,,Thermostichus
Bacteria,Deinococcus-Thermus,Deinococcus-Thermus,,
Deinococcus-Thermus,Deinococcales,,Deinococcales,
Deinococcales,Deinococcus,,,Deinococcus
Deinococcus-Thermus,Thermales,,Thermales,
Thermales,Marinithermus,,,Marinithermus
Thermales,Oceanithermus,,,Oceanithermus
Thermales,Thermus,,,Thermus
Thermales,Meiothermus,,,Meiothermus
Deinococcus-Thermus,Trueperales,,Trueperales,
Trueperales,Truepera,,,Truepera
Bacteria,Bacillota,Bacillota,,
Bacillota,Bacillales,,Bacillales,
Bacillales,Alicyclobacillus,,,Alicyclobacillus
Bacillales,Effusibacillus,,,Effusibacillus
Bacillales,Kyrpidia,,,Kyrpidia
Bacillales,Tumebacillus,,,Tumebacillus
Bacillales,Aeribacillus,,,Aeribacillus
Bacillales,Alkalihalobacillus,,,Alkalihalobacillus
Bacillales,Alkalihalophilus,,,Alkalihalophilus
Bacillales,Amphibacillus,,,Amphibacillus
Bacillales,Anaerobacillus,,,Anaerobacillus
Bacillales,Anoxybacillus,,,Anoxybacillus
Bacillales,Bacillus,,,Bacillus
Bacillales,Caldalkalibacillus,,,Caldalkalibacillus
Bacillales,Caldibacillus,,,Caldibacillus
Bacillales,Cytobacillus,,,Cytobacillus
Bacillales,Evansella,,,Evansella
Bacillales,Fictibacillus,,,Fictibacillus
Bacillales,Geobacillus,,,Geobacillus
Bacillales,Gottfriedia,,,Gottfriedia
Bacillales,Gracilibacillus,,,Gracilibacillus
Bacillales,Halalkalibacter,,,Halalkalibacter
Bacillales,Halobacillus,,,Halobacillus
Bacillales,Heyndrickxia,,,Heyndrickxia
Bacillales,Lederbergia,,,Lederbergia
Bacillales,Lentibacillus,,,Lentibacillus
Bacillales,Lysinibacillus,,,Lysinibacillus
Bacillales,Mangrovibacillus,,,Mangrovibacillus
Bacillales,Mesobacillus,,,Mesobacillus
Bacillales,Metabacillus,,,Metabacillus
Bacillales,Neobacillus,,,Neobacillus
Bacillales,Niallia,,,Niallia
Bacillales,Oceanobacillus,,,Oceanobacillus
Bacillales,Paenalkalicoccus,,,Paenalkalicoccus
Bacillales,Parageobacillus,,,Parageobacillus
Bacillales,Paraliobacillus,,,Paraliobacillus
Bacillales,Peribacillus,,,Peribacillus
Bacillales,Pontibacillus,,,Pontibacillus
Bacillales,Pradoshia,,,Pradoshia
Bacillales,Priestia,,,Priestia
Bacillales,Psychrobacillus,,,Psychrobacillus
Bacillales,Radiobacillus,,,Radiobacillus
Bacillales,Rossellomorea,,,Rossellomorea
Bacillales,Salicibibacter,,,Salicibibacter
Bacillales,Salimicrobium,,,Salimicrobium
Bacillales,Salipaludibacillus,,,Salipaludibacillus
Bacillales,Salisediminibacterium,,,Salisediminibacterium
Bacillales,Sediminibacillus,,,Sediminibacillus
Bacillales,Sutcliffiella,,,Sutcliffiella
Bacillales,Terribacillus,,,Terribacillus
Bacillales,Virgibacillus,,,Virgibacillus
Bacillales,Weizmannia,,,Weizmannia
Bacillales,Hydrogenibacillus,,,Hydrogenibacillus
Bacillales,Gemella,,,Gemella
Bacillales,Exiguobacterium,,,Exiguobacterium
Bacillales,Brochothrix,,,Brochothrix
Bacillales,Listeria,,,Listeria
Bacillales,Aneurinibacillus,,,Aneurinibacillus
Bacillales,Brevibacillus,,,Brevibacillus
Bacillales,Cohnella,,,Cohnella
Bacillales,Paenibacillus,,,Paenibacillus
Bacillales,Saccharibacillus,,,Saccharibacillus
Bacillales,Thermobacillus,,,Thermobacillus
Bacillales,Jeotgalibacillus,,,Jeotgalibacillus
Bacillales,Kurthia,,,Kurthia
Bacillales,Paenisporosarcina,,,Paenisporosarcina
Bacillales,Planococcus,,,Planococcus
Bacillales,Rummeliibacillus,,,Rummeliibacillus
Bacillales,Solibacillus,,,Solibacillus
Bacillales,Sporosarcina,,,Sporosarcina
Bacillales,Ureibacillus,,,Ureibacillus
Bacillales,Viridibacillus,,,Viridibacillus
Bacillales,Sporolactobacillus,,,Sporolactobacillus
Bacillales,Abyssicoccus,,,Abyssicoccus
Bacillales,Jeotgalicoccus,,,Jeotgalicoccus
Bacillales,Macrococcus,,,Macrococcus
Bacillales,Mammaliicoccus,,,Mammaliicoccus
Bacillales,Nosocomiicoccus,,,Nosocomiicoccus
Bacillales,Salinicoccus,,,Salinicoccus
Bacillales,Staphylococcus,,,Staphylococcus
Bacillales,Kroppenstedtia,,,Kroppenstedtia
Bacillales,Laceyella,,,Laceyella
Bacillales,Novibacillus,,,Novibacillus
Bacillales,Polycladomyces,,,Polycladomyces
Bacillales,Staphylospora,,,Staphylospora
Bacillales,Thermoactinomyces,,,Thermoactinomyces
Bacillota,Lactobacillales,,Lactobacillales,
Lactobacillales,Abiotrophia,,,Abiotrophia
Lactobacillales,Aerococcus,,,Aerococcus
Lactobacillales,Ignavigranum,,,Ignavigranum
Lactobacillales,Suicoccus,,,Suicoccus
Lactobacillales,Carnobacterium,,,Carnobacterium
Lactobacillales,Dolosigranulum,,,Dolosigranulum
Lactobacillales,Granulicatella,,,Granulicatella
Lactobacillales,Jeotgalibaca,,,Jeotgalibaca
Lactobacillales,Marinilactibacillus,,,Marinilactibacillus
Lactobacillales,Enterococcus,,,Enterococcus
Lactobacillales,Melissococcus,,,Melissococcus
Lactobacillales,Tetragenococcus,,,Tetragenococcus
Lactobacillales,Vagococcus,,,Vagococcus
Lactobacillales,Acetilactobacillus,,,Acetilactobacillus
Lactobacillales,Amylolactobacillus,,,Amylolactobacillus
Lactobacillales,Apilactobacillus,,,Apilactobacillus
Lactobacillales,Bombilactobacillus,,,Bombilactobacillus
Lactobacillales,Companilactobacillus,,,Companilactobacillus
Lactobacillales,Fructilactobacillus,,,Fructilactobacillus
Lactobacillales,Fructobacillus,,,Fructobacillus
Lactobacillales,Furfurilactobacillus,,,Furfurilactobacillus
Lactobacillales,Lacticaseibacillus,,,Lacticaseibacillus
Lactobacillales,Lactiplantibacillus,,,Lactiplantibacillus
Lactobacillales,Lactobacillus,,,Lactobacillus
Lactobacillales,Lapidilactobacillus,,,Lapidilactobacillus
Lactobacillales,Latilactobacillus,,,Latilactobacillus
Lactobacillales,Lentilactobacillus,,,Lentilactobacillus
Lactobacillales,Leuconostoc,,,Leuconostoc
Lactobacillales,Levilactobacillus,,,Levilactobacillus
Lactobacillales,Ligilactobacillus,,,Ligilactobacillus
Lactobacillales,Limosilactobacillus,,,Limosilactobacillus
Lactobacillales,Liquorilactobacillus,,,Liquorilactobacillus
Lactobacillales,Loigolactobacillus,,,Loigolactobacillus
